Cycle,Step,Capacity(Ah),Energy(Wh),Voltage(V),Current(A)
408,CC_DChg,2.4187679761502143,7.740057523680687,2.5,-2.5
409,CC_Chg,2.370203709122464,8.948728289543997,4.2,1.25
409,CC_DChg,2.418575213390269,7.739440682848862,2.5,-2.5
410,CC_Chg,2.370038016556586,8.948102715570784,4.2,1.25
410,CC_DChg,2.418406139343455,7.738899645899057,2.5,-2.5
411,CC_Chg,2.3698497819579973,8.947392033923052,4.2,1.25
411,CC_DChg,2.4182140632224463,7.738285002311828,2.5,-2.5
412,CC_Chg,2.3696644653705525,8.94669236925617,4.2,1.25
412,CC_DChg,2.418024964663829,7.737679886924254,2.5,-2.5
413,CC_Chg,2.369452524235807,8.945892183339273,4.2,1.25
413,CC_DChg,2.4178086981998033,7.736987834239371,2.5,-2.5
414,CC_Chg,2.3692403762094463,8.945091216300971,4.2,1.25
414,CC_DChg,2.417592220621884,7.7362951059900285,2.5,-2.5
415,CC_Chg,2.3690344922652327,8.944313899368735,4.2,1.25
415,CC_DChg,2.417382134964523,7.735622831886474,2.5,-2.5
416,CC_Chg,2.3688310743453305,8.943545892936452,4.2,1.25
416,CC_DChg,2.4171745656585006,7.734958610107203,2.5,-2.5
417,CC_Chg,2.3685960955485372,8.942658728091416,4.2,1.25
417,CC_DChg,2.4169347913760584,7.7341913324033875,2.5,-2.5
418,CC_Chg,2.3684140671009954,8.94197147783029,4.2,1.25
418,CC_DChg,2.4167490480622402,7.733596953799169,2.5,-2.5
419,CC_Chg,2.3682045670365386,8.941180508199176,4.2,1.25
419,CC_DChg,2.416535272486264,7.732912871956045,2.5,-2.5
420,CC_Chg,2.368031778189997,8.940528142145908,4.2,1.25
420,CC_DChg,2.416358957336732,7.732348663477542,2.5,-2.5
421,CC_Chg,2.3678493048620934,8.939839212234435,4.2,1.25
421,CC_DChg,2.4161727600633607,7.731752832202755,2.5,-2.5
422,CC_Chg,2.3676275510257603,8.939001978362565,4.2,1.25
422,CC_DChg,2.415946480638531,7.7310287380433,2.5,-2.5
423,CC_Chg,2.3673962421625743,8.938128669389311,4.2,1.25
423,CC_DChg,2.4157104511863,7.730273443796161,2.5,-2.5
424,CC_Chg,2.3671951743328425,8.937369535746448,4.2,1.25
424,CC_DChg,2.4155052799314722,7.729616895780712,2.5,-2.5
425,CC_Chg,2.3669762405576535,8.936542949044203,4.2,1.25
425,CC_DChg,2.4152818781200547,7.728902009984175,2.5,-2.5
426,CC_Chg,2.366793894290411,8.935854498851551,4.2,1.25
426,CC_DChg,2.415095810500419,7.728306593601342,2.5,-2.5
427,CC_Chg,2.3666192025197854,8.935194948288986,4.2,1.25
427,CC_DChg,2.414917553591618,7.727736171493177,2.5,-2.5
428,CC_Chg,2.366447660901025,8.934547291156932,4.2,1.25
428,CC_DChg,2.414742511123495,7.727176035595185,2.5,-2.5
429,CC_Chg,2.3662182105546767,8.933680999032964,4.2,1.25
429,CC_DChg,2.414508378117017,7.726426809974455,2.5,-2.5
430,CC_Chg,2.365983524291538,8.932794938651726,4.2,1.25
430,CC_DChg,2.4142689023383044,7.725660487482575,2.5,-2.5
431,CC_Chg,2.365819815976508,8.932176856237836,4.2,1.25
431,CC_DChg,2.414101853037253,7.725125929719209,2.5,-2.5
432,CC_Chg,2.3656507757749665,8.931538643232017,4.2,1.25
432,CC_DChg,2.41392936303568,7.724573961714177,2.5,-2.5
433,CC_Chg,2.3654256560603946,8.93068870145251,4.2,1.25
433,CC_DChg,2.413699649041219,7.7238388769319,2.5,-2.5
434,CC_Chg,2.3652552917795817,8.93004548937189,4.2,1.25
434,CC_DChg,2.4135258079383486,7.723282585402716,2.5,-2.5
435,CC_Chg,2.3650636698445067,8.929322018800688,4.2,1.25
435,CC_DChg,2.4133302753515373,7.722656881124919,2.5,-2.5
436,CC_Chg,2.3648349165773412,8.928458358506289,4.2,1.25
436,CC_DChg,2.413096853650348,7.721909931681115,2.5,-2.5
437,CC_Chg,2.364659946862622,8.927797758562962,4.2,1.25
437,CC_DChg,2.412918313125125,7.7213386020004,2.5,-2.5
438,CC_Chg,2.3644931377603067,8.927167969095036,4.2,1.25
438,CC_DChg,2.412748099755415,7.7207939192173285,2.5,-2.5
439,CC_Chg,2.3642982142267135,8.92643203330494,4.2,1.25
439,CC_DChg,2.412549198190524,7.720157434209677,2.5,-2.5
440,CC_Chg,2.364131275447116,8.925801754239112,4.2,1.25
440,CC_DChg,2.4123788524970573,7.719612327990584,2.5,-2.5
441,CC_Chg,2.3639095733000826,8.924964715520721,4.2,1.25
441,CC_DChg,2.412152625816411,7.7188884026125155,2.5,-2.5
442,CC_Chg,2.3637205848732603,8.9242511877868,4.2,1.25
442,CC_DChg,2.4119597804829187,7.71827129754534,2.5,-2.5
443,CC_Chg,2.3635228906777015,8.92350479133418,4.2,1.25
443,CC_DChg,2.4117580517119404,7.71762576547821,2.5,-2.5
444,CC_Chg,2.3633138610042534,8.922715597669121,4.2,1.25
444,CC_DChg,2.4115447561267893,7.716943219605726,2.5,-2.5
445,CC_Chg,2.363142109914393,8.92206714967679,4.2,1.25
445,CC_DChg,2.411369499912646,7.716382399720468,2.5,-2.5
446,CC_Chg,2.3629678740661935,8.921409320453996,4.2,1.25
446,CC_DChg,2.4111917082308096,7.7158134663385916,2.5,-2.5
447,CC_Chg,2.3627366131545884,8.920536192522427,4.2,1.25
447,CC_DChg,2.410955727708764,7.715058328668045,2.5,-2.5
448,CC_Chg,2.362554285374984,8.919847812130042,4.2,1.25
448,CC_DChg,2.410769678954065,7.714462972653009,2.5,-2.5
449,CC_Chg,2.3623355755840447,8.919022071082619,4.2,1.25
449,CC_DChg,2.410546505698005,7.713748818233616,2.5,-2.5
450,CC_Chg,2.3621426336619256,8.918293616886864,4.2,1.25
450,CC_DChg,2.4103496261856385,7.7131188037940435,2.5,-2.5
451,CC_Chg,2.3619193573991324,8.917450635078358,4.2,1.25
451,CC_DChg,2.410121793264421,7.712389738446148,2.5,-2.5
452,CC_Chg,2.3616862071346656,8.916570373875778,4.2,1.25
452,CC_DChg,2.4098838848312916,7.7116284314601335,2.5,-2.5
453,CC_Chg,2.3615223503009424,8.915951730728048,4.2,1.25
453,CC_DChg,2.4097166839805535,7.711093388737772,2.5,-2.5
454,CC_Chg,2.3613365778150484,8.915250344811918,4.2,1.25
454,CC_DChg,2.4095271202194373,7.7104867847022,2.5,-2.5
455,CC_Chg,2.3611364387647003,8.914494717785095,4.2,1.25
455,CC_DChg,2.409322896698674,7.709833269435757,2.5,-2.5
456,CC_Chg,2.360921136695179,8.913681842624657,4.2,1.25
456,CC_DChg,2.4091032007093665,7.709130242269973,2.5,-2.5
457,CC_Chg,2.360757967219874,8.913065794605648,4.2,1.25
457,CC_DChg,2.4089367012447696,7.708597443983263,2.5,-2.5
458,CC_Chg,2.3605515325362765,8.912286398351249,4.2,1.25
458,CC_DChg,2.4087260536084454,7.707923371547025,2.5,-2.5
459,CC_Chg,2.360387518680378,8.911667162364694,4.2,1.25
459,CC_DChg,2.408558692530998,7.707387816099194,2.5,-2.5
460,CC_Chg,2.3602076569745587,8.91098809265905,4.2,1.25
460,CC_DChg,2.4083751601781214,7.7068005125699885,2.5,-2.5
461,CC_Chg,2.3599776608522434,8.910119739952348,4.2,1.25
461,CC_DChg,2.408140470257391,7.706049504823652,2.5,-2.5
462,CC_Chg,2.359788060488423,8.909403901844048,4.2,1.25
462,CC_DChg,2.407947000498391,7.705430401594852,2.5,-2.5
463,CC_Chg,2.359584583801442,8.908635673536057,4.2,1.25
463,CC_DChg,2.4077393712259614,7.704765987923077,2.5,-2.5
464,CC_Chg,2.359352886935809,8.907760899655607,4.2,1.25
464,CC_DChg,2.4075029458528667,7.704009426729174,2.5,-2.5
465,CC_Chg,2.3591805120765317,8.907110096615478,4.2,1.25
465,CC_DChg,2.4073270531393183,7.703446570045819,2.5,-2.5
466,CC_Chg,2.358971758572886,8.906321945632326,4.2,1.25
466,CC_DChg,2.407114039360088,7.702764925952282,2.5,-2.5
467,CC_Chg,2.358794309657247,8.905651985440626,4.2,1.25
467,CC_DChg,2.406932969038007,7.7021855009216225,2.5,-2.5
468,CC_Chg,2.3585783192694425,8.904836511527487,4.2,1.25
468,CC_DChg,2.4067125706831045,7.701480226185935,2.5,-2.5
469,CC_Chg,2.3583461843110904,8.903960083623506,4.2,1.25
469,CC_DChg,2.406475698276623,7.700722234485195,2.5,-2.5
470,CC_Chg,2.358158777878041,8.903252528723216,4.2,1.25
470,CC_DChg,2.406284467222491,7.700110295111971,2.5,-2.5
471,CC_Chg,2.357995602144713,8.902636457076978,4.2,1.25
471,CC_DChg,2.406117961372156,7.6995774763909,2.5,-2.5
472,CC_Chg,2.3578089900519412,8.901931901216512,4.2,1.25
472,CC_DChg,2.4059275408693277,7.698968130781849,2.5,-2.5
473,CC_Chg,2.3576293658469525,8.901253728197679,4.2,1.25
473,CC_DChg,2.4057442508642373,7.69838160276556,2.5,-2.5
474,CC_Chg,2.357420742532085,8.900466068743587,4.2,1.25
474,CC_DChg,2.405531369930699,7.697700383778237,2.5,-2.5
475,CC_Chg,2.3572277647256823,8.899737479066351,4.2,1.25
475,CC_DChg,2.4053344538017165,7.697070252165493,2.5,-2.5
476,CC_Chg,2.357044852560252,8.89904689231932,4.2,1.25
476,CC_DChg,2.405147808734951,7.696472987951843,2.5,-2.5
477,CC_Chg,2.356824294822075,8.898214174328242,4.2,1.25
477,CC_DChg,2.404922749818444,7.6957527994190205,2.5,-2.5
478,CC_Chg,2.3566499126311102,8.897555792586845,4.2,1.25
478,CC_DChg,2.4047448088072554,7.695183388183217,2.5,-2.5
479,CC_Chg,2.3564605519416126,8.896840859371396,4.2,1.25
479,CC_DChg,2.4045515836138907,7.694565067564451,2.5,-2.5
480,CC_Chg,2.356287128971042,8.896186099176383,4.2,1.25
480,CC_DChg,2.4043746213990222,7.693998788476872,2.5,-2.5
481,CC_Chg,2.3560926051833406,8.895451672630982,4.2,1.25
481,CC_DChg,2.404176127738103,7.6933636087619295,2.5,-2.5
482,CC_Chg,2.3558627179367004,8.894583730985502,4.2,1.25
482,CC_DChg,2.4039415489150007,7.692612956528002,2.5,-2.5
483,CC_Chg,2.355677206368712,8.893883330167586,4.2,1.25
483,CC_DChg,2.4037522513966447,7.692007204469263,2.5,-2.5
484,CC_Chg,2.3554767870865936,8.893126645122855,4.2,1.25
484,CC_DChg,2.4035477419250957,7.691352774160307,2.5,-2.5
485,CC_Chg,2.3552424990513936,8.892242088255262,4.2,1.25
485,CC_DChg,2.403308672501422,7.690587752004551,2.5,-2.5
486,CC_Chg,2.3550845745794238,8.891645842799866,4.2,1.25
486,CC_DChg,2.4031475250810446,7.690072080259343,2.5,-2.5
487,CC_Chg,2.354872908398047,8.890846694972218,4.2,1.25
487,CC_DChg,2.4029315391816803,7.689380925381378,2.5,-2.5
488,CC_Chg,2.35470751714522,8.890222258609505,4.2,1.25
488,CC_DChg,2.402762772597163,7.688840872310923,2.5,-2.5
489,CC_Chg,2.354481468163296,8.889368808371628,4.2,1.25
489,CC_DChg,2.4025321103707102,7.688102753186273,2.5,-2.5
490,CC_Chg,2.3542656671348694,8.888554049386753,4.2,1.25
490,CC_DChg,2.402311905239663,7.6873980967669215,2.5,-2.5
491,CC_Chg,2.354074676605137,8.887832962692865,4.2,1.25
491,CC_DChg,2.4021170169440174,7.686774454220856,2.5,-2.5
492,CC_Chg,2.353912476133195,8.887220573155941,4.2,1.25
492,CC_DChg,2.4019515062583623,7.68624482002676,2.5,-2.5
493,CC_Chg,2.3537061670033053,8.886441650930847,4.2,1.25
493,CC_DChg,2.4017409867380666,7.685571157561814,2.5,-2.5
494,CC_Chg,2.3534881515913253,8.885618531518269,4.2,1.25
494,CC_DChg,2.4015185220319646,7.684859270502287,2.5,-2.5
495,CC_Chg,2.353288411318146,8.884864410078714,4.2,1.25
495,CC_DChg,2.4013147054266795,7.6842070573653745,2.5,-2.5
496,CC_Chg,2.3531186939094932,8.884223640270537,4.2,1.25
496,CC_DChg,2.4011415243974423,7.683652878071816,2.5,-2.5
497,CC_Chg,2.352884090292328,8.883337891920014,4.2,1.25
497,CC_DChg,2.400902132951355,7.682886825444337,2.5,-2.5
498,CC_Chg,2.3527213613236326,8.882723507038206,4.2,1.25
498,CC_DChg,2.4007360829832987,7.682355465546556,2.5,-2.5
499,CC_Chg,2.3524962865694805,8.881873735007224,4.2,1.25
499,CC_DChg,2.400506414866817,7.6816205275738145,2.5,-2.5
500,CC_Chg,2.35233031589222,8.881247111021649,4.2,1.25
500,CC_DChg,2.400337057032878,7.68107858250521,2.5,-2.5
